Slice,Count,Total Area,Average Size,%Area,Perim.
19h_C3_100423_Simple Segmentation,1385,8705,6.285,2.081,8.550
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,70,311,4.443,1.616,6.902
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,3390,21512,6.346,3.316,8.904
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,1,5,5.000,0.052,8.485
19h_C3_100423_Simple Segmentation,1381,8931,6.467,2.227,8.945
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,3,18,6.000,0.041,8.209
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,1,1,1.000,0.020,2.828
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,1,5,5.000,0.025,7.657
19h_C3_100423_Simple Segmentation,3,24,8.000,0.423,11.152
19h_C3_100423_Simple Segmentation,1,9,9.000,0.016,10.485
19h_C3_100423_Simple Segmentation,49,245,5.000,0.606,7.661
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,6,48,8.000,0.202,9.364
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,169,1294,7.657,1.569,10.132
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,4204,25044,5.957,3.415,8.425
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
19h_C3_100423_Simple Segmentation,88,614,6.977,0.390,9.266
19h_C3_100423_Simple Segmentation,890,6228,6.998,2.423,9.363
19h_C3_100423_Simple Segmentation,0,0,NaN,0.000,NaN
