 ,Area
1,1646.568
2,762.191
3,2101.552
4,546.896
5,779.506
6,469.904
7,1059.161
8,1322.482
9,1632.302
10,400.97
11,475.675
12,685.09
13,770.576
14,527.512
15,1560.21
16,494.733
17,812.721
18,12246.132
19,1781.277
20,1897.474
21,4199.184
22,2642.459
23,1195.069
24,11128.6
25,509.979
26,961.043
27,558.766
28,801.613
29,437.996
30,1562.062
31,655.034
32,1764.18
33,4264.96
34,1586.129
35,1188.861
36,526.205
37,3793.858
38,6087.51
39,573.467
40,2659.556
41,3255.348
42,700.772
43,15855.405
44,1394.356
45,2190.088
46,5386.303
47,2414.858
48,15316.785
49,562.904
50,660.696
51,2517.224
52,457.816
53,830.036
54,1176.011
55,2655.418
56,917.156
57,502.029
58,23435.825
59,560.835
60,1443.143
61,2569.387
62,9467.222
63,561.597
64,540.906
65,72005.879
66,99641.977
67,424.928
68,891.02
69,547.767
70,820.235
71,2900.66
72,4925.983
73,811.958
74,1086.931
75,481.12
76,582.179
77,835.045
78,725.601
79,596.772
80,9280.131
81,2383.603
82,879.476
83,3492.968
84,588.931
85,1363.864
86,19358.282
87,805.86
88,1042.718
89,520.869
90,7031.02
91,555.172
92,19462.826
93,55193.788
94,6376.749
95,601.999
96,906.157
97,1547.796
98,507.365
99,760.884
100,715.473
101,1264.874
102,432.115
103,84967.484
104,983.803
105,442.679
106,1489.316
107,6044.059
108,3821.628
109,472.408
110,401.732
111,438.54
112,5927.536
113,970.19
114,723.423
115,3014.679
116,4636.526
117,834.392
118,665.924
119,931.422
120,129312.001
121,482.1
122,575.972
123,2171.357
124,645.233
125,740.302
126,2813.105
127,787.456
128,519.344
129,534.155
130,622.472
131,5940.277
132,75421.855
133,419.483
134,561.815
135,408.048
136,1609.433
137,1060.795
138,4548.535
139,2988.761
140,538.837
141,1074.734
142,520.542
143,2609.244
144,3177.375
145,83358.922
146,2643.003
147,694.346
148,4501.055
149,433.749
150,1630.778
151,1297.652
152,4255.485
153,7103.547
154,1391.198
155,405.653
156,1420.927
157,1437.153
158,825.135
159,5827.021
160,426.561
161,507.692
162,4315.598
163,453.024
164,6165.374
165,474.804
166,4569.444
167,582.833
168,774.279
169,823.284
170,407.831
171,990.119
172,2892.929
173,580.437
174,2897.502
175,676.596
176,744.332
177,946.232
178,520.869
179,6208.389
180,699.029
181,452.044
182,550.816
183,3026.331
184,4273.236
185,7380.044
186,1357.983
187,2269.149
188,20632.303
189,1884.188
190,1782.257
191,573.25
192,2541.182
193,1484.307
194,1562.933
195,1216.74
196,575.428
197,764.478
198,1004.929
199,1157.389
200,1915.007
201,461.3
202,432.769
203,41194.584
204,655.578
205,3448.319
206,4473.068
207,415.562
208,1545.944
209,1330.867
210,1248.756
211,701.752
212,481.447
213,1113.829
214,7780.252
215,850.509
216,50569.894
217,2257.824
218,551.252
219,2668.377
220,724.403
221,8945.155
222,556.697
223,16086.055
224,8054.571
225,647.302
226,2014.868
227,831.887
228,458.796
229,1748.716
230,817.948
231,524.027
232,1604.859
233,2681.88
234,74396.452
235,580.11
236,468.161
237,832.432
238,861.181
239,742.916
240,2448.29
241,1863.497
242,78921.792
243,731.372
244,957.449
245,1222.294
246,526.858
247,3994.997
248,687.05
249,1041.302
250,110388.556
251,1630.56
252,448.232
253,461.3
254,6100.36
255,492.99
256,2249.547
257,1281.317
258,1015.928
259,13212.075
260,783.536
261,640.55
262,3099.839
263,1859.576
264,1004.929
265,1397.84
266,775.041
267,424.057
268,725.601
269,1987.316
270,990.772
271,5075.829
272,2375.436
273,574.121
274,655.905
275,826.551
276,835.699
277,2861.239
278,410.662
279,979.447
280,804.989
281,190226.959
282,543.302
283,7544.374
284,81815.809
285,775.695
286,3039.508
287,2072.585
288,1259.211
289,141254.737
290,18188.587
291,1026.927
292,823.937
293,2726.747
294,69997.654
295,610.385
296,1208.463
297,2761.16
298,879.476
299,30456.608
300,693.257
301,3664.921
302,499.198
303,613.869
304,90059.322
305,532.194
306,15543.951
307,1517.848
308,556.806
309,5338.714
310,1565.655
311,461.518
312,1054.043
313,940.569
314,644.579
315,701.861
316,795.623
317,665.924
318,1824.402
319,894.396
320,26700.974
321,1456.102
322,585.446
323,599.277
324,876.972
325,714.711
326,702.95
327,897.772
328,588.931
329,18856.253
330,784.189
331,746.401
332,409.028
333,693.366
334,1343.717
335,12158.903
336,462.825
337,977.595
338,754.459
339,4111.193
340,1519.591
341,1742.945
342,730.937
343,776.021
344,809.236
345,1006.889
346,817.621
347,713.077
348,589.476
349,727.779
350,2535.628
351,468.161
352,472.408
353,476.655
354,958.102
355,3685.285
356,14686.145
357,574.448
358,1223.274
359,451.282
360,2977.871
361,2348.646
362,447.797
363,698.702
364,1320.63
365,2467.021
366,721.789
367,2560.892
368,1558.468
369,849.093
370,3319.272
371,911.057
372,5506.202
373,798.564
374,2248.785
375,1285.782
376,6974.174
377,999.266
378,837.441
379,2436.093
380,3382.107
381,1454.686
382,3436.231
383,448.886
384,850.509
385,400.97
386,5525.368
387,988.05
388,947.866
389,1470.695
390,5498.579
391,5349.277
392,4661.573
393,675.616
394,7382.549
395,5993.312
396,3056.605
397,1577.961
398,1307.78
399,493.099
400,507.038
401,553.648
402,701.969
403,892.436
404,1570.011
405,7013.378
406,858.894
407,1539.846
408,670.062
409,48334.177
410,662.439
411,1270.863
412,7213.972
413,1192.891
414,463.587
415,1629.253
416,1606.384
417,1325.313
418,646.539
419,400.97
420,620.621
421,677.358
422,426.452
423,1460.894
424,433.858
425,442.461
426,32365.843
427,1207.265
428,3430.568
429,1392.504
430,4114.242
431,2421.5
432,7114.982
433,523.373
434,28658.342
435,1627.511
436,1837.252
437,277356.327
438,1017.235
439,887.753
440,654.271
441,8203.219
442,3027.42
443,742.698
444,19417.306
445,647.302
446,553.865
447,506.167
448,1488.772
449,4651.01
450,913.235
451,154792.968
452,2125.837
453,1065.26
454,451.391
455,856.934
456,2139.341
457,3106.046
458,751.301
459,137819.378
460,2300.948
461,1637.856
462,431.353
463,681.496
464,1296.019
465,457.053
466,602.762
467,885.793
468,648.173
469,475.022
470,401.732
471,2066.704
472,1133.105
473,478.942
474,418.938
475,19564.539
476,1149.657
477,5052.307
478,8823.732
479,547.549
480,1781.931
481,8304.605
482,560.399
483,866.082
484,1208.246
485,2286.464
486,1066.24
487,1412.324
488,22549.923
489,15348.911
490,12408.502
491,16175.244
492,801.068
493,2697.453
494,1437.48
495,506.276
496,831.234
497,630.749
498,859.221
499,748.579
500,1578.506
501,1113.72
502,681.061
503,1046.093
504,1744.469
505,461.3
506,1645.588
507,7615.595
508,692.06
509,1008.414
510,631.511
511,589.258
512,1426.59
513,664.072
514,6273.838
515,91205.93
516,3027.42
517,460.647
518,4640.12
519,63204.581
520,1749.479
521,456.073
522,1152.489
523,820.888
524,1736.628
