 ,Area
1,124.473
2,6512.656
3,770.468
4,169471.922
5,747.925
6,4066.326
7,611.582
8,1024.096
9,934.035
10,838.094
11,825.244
12,1605.731
13,210.83
14,4960.94
15,3530.211
16,137.759
17,2601.621
18,476607.275
19,4619.865
20,3334.518
21,538.619
22,9136.819
23,205.277
24,484.061
25,466.528
26,151.48
27,130.789
28,25467.463
29,2084.346
30,1116.661
31,7931.187
32,10649.331
33,224897.558
34,383.001
35,1108.166
36,647.084
37,527.512
38,1263.022
39,6290.173
40,2666.199
41,831.234
42,1293.405
43,653.4
44,480.031
45,653.618
46,514.553
47,731.155
48,620.948
49,1212.275
50,10054.628
51,2270.674
52,641.748
53,14204.263
54,319.404
55,826.333
56,2042.202
57,1154.776
58,1158.696
59,231.957
60,261.033
61,1035.53
62,588.931
63,1749.152
64,443.659
65,1700.582
66,235.442
67,6773.689
68,254.608
69,110.207
70,158.558
71,220014.482
72,1285.673
73,1311.918
74,114048.139
75,308.732
76,2376.743
77,955.162
78,647.302
79,322.78
80,9079.538
81,1212.819
82,25332.318
83,731.917
84,230.977
85,765.131
86,1494.108
87,1785.307
88,2415.402
89,4071.227
90,193.624
91,310.038
92,686.288
93,897.554
94,2558.606
95,989.683
96,1756.557
97,1625.332
98,1696.118
99,9345.798
100,1738.697
101,193.624
102,1591.247
103,1977.406
104,1953.448
105,2272.525
106,1679.129
107,1106.969
108,2041.875
109,1703.414
110,3556.783
111,476005.167
112,361.112
113,1588.415
114,2730.668
115,1316.928
116,17268.6
117,3172.148
118,756.746
119,7024.595
120,640.55
121,493.535
122,3372.089
123,283.576
124,626.175
125,1302.008
126,8204.09
127,12489.959
128,416.434
129,55913.507
130,3832.844
131,282.596
132,2439.796
133,215.186
134,2972.208
135,7728.633
136,1778.773
137,12943.092
138,2894.562
139,1990.039
140,5134.853
141,935.451
142,1060.686
143,1136.48
144,3502.769
145,4821.548
146,1235.688
147,1118.076
148,2369.228
149,2041.875
150,201.029
151,140.263
152,1171.328
153,1155.756
154,2114.947
155,512.701
156,273.121
157,544.5
158,147.451
159,804.662
160,534.155
161,240.451
162,3235.201
163,2265.447
164,141.57
165,364.706
166,410.771
167,6628.307
168,792.683
169,2710.194
170,230.977
171,3860.614
172,2832.707
173,4526.102
174,293.159
175,5541.703
176,1599.85
177,5233.19
178,492.99
179,3786.344
180,292.07
181,2177.673
182,867.606
183,531.868
184,65926.971
185,486.565
186,2022.273
187,268.765
188,3468.683
189,1024.096
190,531.541
191,3252.625
192,3371.871
193,1395.118
194,26374.6
195,631.729
196,504213.97
197,1430.51
198,504197.526
199,456.509
200,700.663
201,349.787
202,10392.327
203,1413.086
204,5114.597
205,3764.564
206,934.907
207,2353.656
208,279.655
209,1399.474
210,249.926
211,11850.389
212,1779.753
213,8556.6
214,5943.98
215,4463.484
216,500.287
217,747.49
218,308.296
219,1830.609
220,532.303
221,1451.31
222,1190.168
223,7104.636
224,1231.332
225,708.286
226,3694.977
227,1873.625
228,541.451
229,890.366
230,1385.753
231,4566.939
232,616.701
233,3892.957
234,44896.094
235,894.831
236,731.155
237,1349.053
238,1765.922
239,904.632
240,2015.303
241,422.641
242,253002.905
243,373.2
244,1539.193
245,4220.746
246,34094.085
247,1747.627
248,675.725
249,1352.32
250,570.2
251,2286.029
252,1391.742
253,4134.28
254,564.538
255,123.602
256,120.443
257,553.648
258,9832.254
259,291.852
260,2576.247
261,1557.923
262,1264.656
263,340766.722
264,574.992
265,352.074
266,132.749
267,508.454
268,137.214
269,899.078
270,42917.381
271,479.596
272,14380.572
273,1897.582
274,463.587
275,2331.331
276,2758.328
277,302.306
278,2549.567
279,2078.139
280,6173.214
281,2486.405
282,2386.326
283,3218.975
284,520.869
285,249.599
286,2175.604
287,1718.551
288,355.559
289,2341.459
290,189.595
291,9980.576
292,263.538
293,3896.333
294,5672.71
295,831.125
296,2559.041
297,430.808
298,1719.749
299,1091.287
300,3755.417
301,2311.947
302,731.808
303,2072.04
304,1630.124
305,11333.223
306,55260.652
307,60068.478
308,1877.327
309,1621.848
310,34922.488
311,2155.458
312,1181.783
313,15462.711
314,945.797
315,2372.06
316,236.095
317,4063.168
318,2299.097
319,8193.2
320,920.205
321,244.807
322,4912.697
323,1568.487
324,25674.373
325,1476.248
326,766.329
327,449.757
328,5939.406
329,1797.068
330,871.745
331,67319.802
332,120.552
333,218.236
334,7257.205
335,6390.361
336,8441.057
337,1978.495
338,822.957
339,7919.099
340,120.879
341,231.195
342,150.609
343,432.224
344,7592.944
345,564.538
346,1778.337
347,152.024
348,1826.798
349,4778.423
350,268.656
351,3702.6
352,1336.53
353,193.624
354,14900.243
355,230.868
356,494.733
357,11334.748
358,585.12
359,139.61
360,215.186
361,3430.241
362,121.206
363,134.165
364,262.885
365,1542.895
366,3446.032
367,348.807
368,3275.93
369,1230.352
370,1703.305
371,2204.789
372,699.029
373,2427.163
374,1942.776
375,1937.876
376,241.431
377,1779.862
378,8887.765
379,2274.921
380,395.851
381,1298.524
382,1904.552
383,814.463
384,2068.338
385,2827.044
386,397.485
387,475.675
388,8336.948
389,1532.985
390,1786.613
391,2720.104
392,215.186
393,614.741
394,8282.39
395,3387.334
396,165.637
397,258.964
398,371.567
399,170069.021
400,250.906
401,321.473
402,449.757
403,2033.708
404,1199.425
405,1661.923
406,236.531
407,2576.465
408,2011.274
409,83100.61
410,334.214
411,1513.71
412,9767.459
413,113644.229
414,2064.308
415,640.768
416,1855.547
417,14975.492
418,1241.351
419,432.551
420,779.288
421,151.48
422,1481.585
423,643.599
424,947.648
425,1112.849
426,71476.188
427,1236.995
428,1892.029
429,1048.816
430,424186.082
431,1054.914
432,155.291
433,1058.29
434,815.443
435,3459.426
436,242542.516
437,211770.86
438,1229.154
439,214.86
440,449.757
441,5290.362
442,764.478
443,3443.636
444,645.233
445,995.346
446,2205.77
447,395.851
448,449.539
449,3543.824
450,487.436
451,455.311
452,28235.483
453,1439.113
454,3037.439
455,548.203
456,886.337
457,2222.867
458,1224.798
459,685.199
460,2269.367
461,1042.173
462,5286.768
463,140.699
464,941.985
465,648.935
466,390.08
467,278.784
468,998.831
469,746.401
470,1272.17
471,915.413
472,449.757
473,186.981
474,1897.038
475,6944.88
476,3643.358
477,4033.003
478,3615.262
479,756.202
480,485118.79
481,148.54
482,740.084
483,437.56
484,2342.657
485,5695.47
486,960.171
487,495.277
488,927.937
489,2719.669
490,1276.199
491,449.757
492,4156.277
493,205.93
494,57707.526
495,701.752
496,7366.758
497,892.109
498,9785.536
499,2091.425
500,811.523
501,273.448
502,1654.518
503,2541.29
504,281.615
505,356.539
506,2510.254
507,215.84
508,8678.459
509,551.034
510,3318.619
511,1272.605
512,1152.924
513,1485.178
514,4770.8
515,169935.183
516,259164.14
517,1928.401
518,669.953
519,1479.08
520,214.315
521,38425.147
522,649.589
523,2048.627
524,449.104
525,4480.364
526,3896.006
527,2278.079
528,974.655
529,11863.239
530,891.238
531,1718.66
532,889.822
533,1525.362
534,3010.432
535,15804.984
536,5824.408
537,2781.088
538,1497.157
539,789.525
540,1838.123
541,805.751
542,675.616
543,94910.27
544,708.83
545,18557.867
546,377.883
547,471.646
548,931.966
549,3070.327
550,5340.129
551,246.55
552,2477.802
553,1461.765
554,35704.934
555,427.868
556,710.899
557,1416.136
558,1501.731
559,1470.695
560,1183.416
561,2112.987
562,34523.587
563,3617.44
564,1978.495
565,3169.643
566,2728.272
567,788.436
568,1885.386
569,1504.889
570,514.444
571,1077.566
572,26758.472
573,3171.168
574,1216.631
575,1415.482
576,3155.051
577,684.654
578,241.431
579,2452.755
580,100997.127
581,1218.047
582,424.057
583,2397.325
584,898.752
585,1850.102
586,1764.616
587,843.104
588,7776.44
589,700.445
590,5162.513
591,3011.303
592,4109.777
593,4586.868
594,1589.831
595,654.816
596,626.611
597,37811.06
598,563.993
599,1121.888
600,1111.325
601,2091.86
602,1145.955
