 ,Area
1,3586.622
2,2901.532
3,622.472
4,1857.072
5,660.805
6,9666.073
7,323.215
8,151985.196
9,5428.774
10,1166.537
11,376.685
12,2366.506
13,1276.090
14,1337.945
15,966.923
16,795.079
17,406.197
18,388.120
19,1141.925
20,759.360
21,8196.250
22,1245.380
23,737.144
24,5365.939
25,606.464
26,736.055
27,664.943
28,526.967
29,602.326
30,937.085
31,500.940
32,490.595
33,1060.795
34,89106.554
35,2272.416
36,822.848
37,470.012
38,279.002
39,335.630
40,656.776
41,879.259
42,725.927
43,975.091
44,1542.569
45,2806.135
46,550.598
47,1322.808
48,8083.538
49,420.463
50,1043.153
51,1737.826
52,396.396
53,572.161
54,1151.400
55,1595.167
56,1102.830
57,783.318
58,2270.021
59,209.197
60,642.619
61,1804.800
62,10632.452
63,1674.229
64,383.219
65,306.989
66,809.998
67,21073.675
68,50319.641
69,563.558
70,1031.719
71,626.284
72,494.951
73,692.604
74,3937.171
75,576.190
76,1530.698
77,213.226
78,660.805
79,995.346
80,913.127
81,2365.526
82,594.376
83,444.530
84,591.109
85,225.968
86,2527.351
87,2690.266
88,536.441
89,578.150
90,556.806
91,2124.312
92,874.794
93,475.240
94,538.619
95,215.186
96,46952.779
97,79176.398
98,28979.597
99,780.704
100,42943.626
101,92132.885
102,577.497
103,299.693
104,215.186
105,246.659
106,545.262
107,614.958
108,11187.842
109,1200.949
110,863.359
111,516.186
112,215.186
113,2918.847
114,623.888
115,240.669
116,789.634
117,328.769
118,537.313
119,305.247
120,598.188
121,872.942
122,556.588
123,448.886
124,217.473
125,3774.256
126,16620.862
127,1163.379
128,24753.079
129,262.449
130,1181.238
131,1931.124
132,498.544
133,563.340
134,521.522
135,3269.396
136,382.892
137,216.929
138,571.398
139,1055.132
140,865.864
141,996.435
142,38505.407
143,1302.117
144,419.592
145,471.864
146,1297.652
147,1233.184
148,560.182
149,2277.099
150,5353.197
151,215.186
152,474.368
153,215.186
154,1013.750
155,7343.998
156,2020.313
157,949.935
158,659.716
159,1711.255
160,2312.927
161,1059.597
162,426.888
163,28158.055
164,853.776
165,437.342
166,2299.968
167,258.855
168,822.740
169,527.294
170,8679.003
171,442.570
172,684.654
173,753.588
174,1392.504
175,215.186
176,751.083
177,718.413
178,635.867
179,554.519
180,2743.518
181,757.400
182,1099.781
183,6951.087
184,2823.341
185,538.511
186,11860.626
187,12459.467
188,1225.234
189,163719.716
190,5936.575
191,512.048
192,643.163
193,3985.196
194,2790.671
195,354.905
196,8128.623
197,448.450
198,295.772
199,611.256
200,335.412
201,215.186
202,1197.682
203,1193.653
204,1001.336
205,1407.859
206,2584.415
207,916.720
208,1731.946
209,2773.356
210,257.549
211,1184.941
212,389.209
213,1175.684
214,533.610
215,605.593
216,412.078
217,734.095
218,1289.594
219,1235.144
220,920.205
221,851.380
222,752.608
223,2601.185
224,424.057
225,2223.847
226,418.612
227,3583.137
228,421.007
229,88426.800
230,612.127
231,608.969
232,552.341
233,1136.589
234,1112.196
235,1475.486
236,994.910
237,2096.543
238,383.437
239,345.975
240,614.632
241,773.081
242,2982.880
243,3563.426
244,790.287
245,201083.523
246,911.275
247,546.242
248,1842.588
249,369.824
250,875.883
251,652.747
252,363.290
253,662.439
254,318.859
255,12291.325
256,384.962
257,2431.955
258,2791.216
259,578.912
260,6752.018
261,637.936
262,487.545
263,144644.574
264,1649.182
265,274.864
266,603.851
267,1241.787
268,1146.173
269,1025.076
270,822.740
271,1692.088
272,496.693
273,440.827
274,1286.109
275,68156.699
276,604.613
277,977.922
278,1565.220
279,1582.644
280,1722.471
281,2397.760
282,684.437
283,1108.384
284,551.252
285,1996.573
286,5833.882
287,444.856
288,2830.747
289,341.619
290,747.599
291,221.176
292,1050.558
293,1841.935
294,351.747
295,2551.963
296,502.138
297,218.889
298,1205.196
299,318.641
300,1089.436
301,1185.921
302,688.030
303,714.384
304,328.442
305,887.208
306,613.434
307,1505.216
308,42217.590
309,10362.815
310,48092.745
311,1619.670
312,582.942
313,57205.170
314,5428.229
315,1157.171
316,299.039
317,4602.441
318,602.544
319,2057.230
320,8454.343
321,819.146
322,8370.707
323,1754.815
324,346.084
325,959.627
326,519.017
327,592.307
328,12342.617
329,1458.824
330,220.631
331,289.347
332,6270.353
333,271.270
334,924.125
335,254.935
336,1314.967
337,1148.024
338,4512.707
339,1285.782
340,1566.527
341,317.117
342,1240.916
343,421.552
344,2060.497
345,1925.243
346,3843.299
347,2215.788
348,486.347
349,10032.304
350,610.276
351,1673.357
352,731.808
353,439.411
354,3430.023
355,221.394
356,2759.635
357,643.817
358,1180.149
359,790.941
360,7615.595
361,1708.859
362,662.548
363,35181.016
364,1089.544
365,851.598
366,463.261
367,173399.837
368,477.091
369,263514.369
370,317.770
371,374.398
372,2434.895
373,431.462
374,1759.824
375,199.287
376,5877.660
377,724.185
378,1525.036
379,450.846
380,826.987
381,918.572
382,619.641
383,1645.697
384,596.445
385,792.792
386,1449.568
387,47031.405
388,412.731
389,768.834
390,847.569
391,824.482
392,966.814
393,772.645
394,669.191
395,4860.316
396,811.196
397,1261.389
398,678.338
399,395.960
400,10290.397
401,880.239
402,1745.558
403,720.809
404,1408.404
405,707.414
406,937.520
407,1056.003
408,1499.880
409,796.604
410,474.913
411,345.540
412,215.186
413,1140.945
414,1576.219
415,321.691
416,339.550
417,805.969
418,353.272
419,1106.424
420,712.968
421,1362.775
422,779.288
423,384.417
424,6373.046
425,388.773
426,242.194
427,374.725
428,543.302
429,220.631
430,215.186
431,215.186
432,1201.385
433,1045.113
434,1680.000
435,1560.755
436,380.823
437,631.402
438,213618.676
439,732.353
440,624.106
441,554.083
442,1376.496
443,703.385
444,579.130
445,486.347
446,476.002
447,902.781
448,1207.919
449,972.477
450,305.356
451,1287.307
452,1237.104
453,1527.105
454,24345.140
455,629.660
456,1262.151
457,2761.377
458,1049.796
459,544.391
460,629.115
461,859.765
