 ,Area
1,495.386
2,838.203
3,1545.618
4,5867.75
5,407.177
6,3395.284
7,1789.118
8,430.373
9,478.398
10,5867.097
11,7619.406
12,1165.339
13,758.924
14,1029.65
15,3047.567
16,16408.617
17,4726.151
18,10361.509
19,430.591
20,1307.127
21,887.862
22,1510.007
23,1398.821
24,1366.151
25,595.465
26,3367.297
27,3961.891
28,405.544
29,1212.384
30,608.969
31,4584.581
32,2900.878
33,885.793
34,505.405
35,411.969
36,18224.96
37,3932.161
38,453.351
39,1211.73
40,19750.213
41,18825.761
42,409.246
43,3002.373
44,406.633
45,577.388
46,1159.785
47,1116.443
48,556.37
49,1391.089
50,618.116
51,541.015
52,821.651
53,8381.706
54,1366.913
55,741.609
56,876.318
57,14983.769
58,1454.142
59,12267.15
60,13150.546
61,2848.933
62,7596.211
63,558.004
64,3652.724
65,1318.452
66,1245.816
67,517.711
68,740.52
69,2382.732
70,1989.603
71,3036.459
72,632.491
73,705.563
74,4058.159
75,458.251
76,868.26
77,450.519
78,41195.237
79,410.444
80,548.747
81,114133.301
82,5056.989
83,836.352
84,2237.242
85,1310.612
86,1144.648
87,2898.482
88,471.21
89,3605.026
90,429.828
91,1683.812
92,1439.44
93,29892.397
94,6863.858
95,2122.134
96,1948.221
97,474.368
98,6813.438
99,560.399
100,2281.128
101,585.773
102,629.987
103,1942.449
104,447.579
105,2234.628
106,1820.808
107,1613.462
108,6732.307
109,9842.382
110,802.049
111,2407.343
112,662.112
113,768.398
114,5270.107
115,148842.236
116,552.232
117,2764.971
118,1501.513
119,76470.671
120,1384.446
121,936.431
122,408.157
123,1832.46
124,1596.256
125,607.88
126,1914.789
127,626.175
128,7694.983
129,421.334
130,2231.252
131,2553.161
132,576.299
133,1847.38
134,1198.88
135,817.403
136,584.684
137,836.57
138,1027.254
139,841.688
140,95596.778
141,1697.315
142,3483.493
143,12230.45
144,543.302
145,5215.003
146,3279.415
147,2231.906
148,37005.528
149,1429.204
150,432.333
151,2242.469
152,2348.646
153,1059.161
154,2761.595
155,41487.307
156,876.536
157,2324.362
158,485.803
159,825.68
160,632.927
161,54862.841
162,550.381
163,6550.771
164,870.438
165,1858.705
166,8923.811
167,2760.942
168,580.873
169,112862.22
170,779.397
171,6385.352
172,12533.846
173,1290.574
174,649.371
175,474.368
176,430.155
177,3927.587
178,1822.442
179,5917.626
180,6058.869
181,1535.926
182,2539.657
183,714.275
184,465.221
185,19367.212
186,564.429
187,421.77
188,873.705
189,602.653
190,962.023
191,163464.675
192,10787.634
193,10068.132
194,508.345
195,1236.668
196,623.017
197,1542.024
198,917.809
199,675.071
200,55920.696
201,492.01
202,1276.853
203,5091.62
204,442.57
205,2020.422
206,606.246
207,1338.49
208,519.453
209,2772.703
210,660.696
211,1605.622
212,17809.942
213,1416.245
214,2836.301
215,2536.499
216,2862.001
217,568.676
218,7822.832
219,2547.607
220,3980.186
221,1045.767
222,2755.715
223,1809.156
224,6431.525
225,1435.629
226,564.647
227,655.796
228,5978.61
229,523.809
230,638.699
231,49943.066
232,1724.976
233,2485.969
234,734.748
235,447.797
236,3153.853
237,761.211
238,589.258
239,1841.281
240,1299.939
241,6304.766
242,1785.524
243,723.532
244,3439.171
245,1081.922
246,3575.078
247,2219.055
248,755.222
249,46345.881
250,403.692
251,504.86
252,1178.734
253,143192.068
254,1419.947
255,947.975
256,10308.692
257,1408.622
258,3105.937
259,402.386
260,2828.46
261,565.953
262,862.597
263,1536.252
264,725.819
265,2127.47
266,1477.773
267,55768.345
268,992.95
269,1909.235
270,35782.798
271,1187.555
272,1778.446
273,738.015
274,1220.333
275,692.386
276,2501.76
277,554.301
278,14740.269
279,4217.479
280,4241.219
281,5664.869
282,861.726
283,417.196
284,615.285
285,3225.945
286,4423.736
287,1831.045
288,2658.685
289,1317.146
290,1378.892
291,596.01
292,2079.337
293,917.7
294,412.949
295,864.339
296,7758.907
297,1004.711
298,763.607
299,3489.483
300,636.303
301,1875.258
302,569.111
303,649.806
304,3922.469
305,432.442
306,485.041
307,760.122
308,1008.087
309,2009.423
310,2741.558
311,1963.031
