 ,Area
1,1674.882
2,1314.532
3,1315.512
4,830.689
5,3944.031
6,1961.071
7,1016.69
8,942.312
9,8034.969
10,4387.145
11,699.791
12,2674.366
13,737.362
14,2415.293
15,611.691
16,822.413
17,1439.114
18,2375.654
19,1202.909
20,1381.288
21,952.657
22,3734.834
23,1117.205
24,2894.889
25,473.824
26,2847.082
27,3619.183
28,719.611
29,2269.803
30,110066.103
31,711.988
32,525.878
33,5823.645
34,804.88
35,1718.333
36,5340.565
37,658.518
38,1683.921
39,1910.215
40,770.25
41,528.927
42,1067.765
43,993.93
44,888.515
45,786.149
46,679.754
47,959.954
48,1244.945
49,18670.143
50,4849.862
51,1595.712
52,2842.508
53,48504.823
54,662.548
55,599.603
56,487.436
57,2408.868
58,1636.331
59,812.176
60,424.166
61,480.031
62,764.478
63,4486.027
64,10486.308
65,145138.329
66,1080.506
67,574.121
68,1283.495
69,594.921
70,1024.749
71,2845.121
72,736.6
73,1220.442
74,1716.917
75,184243.667
76,1953.013
77,800.633
78,1150.42
79,4208.223
80,799.217
81,544.391
82,7412.932
83,1521.769
84,1714.957
85,9464.281
86,400880.51
87,827.531
88,2438.489
89,1687.514
90,491.248
91,614.632
92,2338.301
93,436.58
94,2428.797
95,981.516
96,1348.182
97,6225.704
98,2356.378
99,1075.496
100,4588.937
101,771.448
102,574.448
103,2621.876
104,855.083
105,183169.259
106,1111.216
107,589.476
108,5536.258
109,540.797
110,1043.044
111,780.377
112,952.439
113,1563.586
114,633.254
115,669.953
116,959.518
117,2232.668
118,1045.44
119,3133.162
120,2041.875
121,625.086
122,21768.566
123,33811.708
124,952.657
125,6201.964
126,1484.089
127,222937.58
128,476404.295
129,3243.695
130,934.798
131,1131.471
132,1574.367
133,1465.794
134,1372.576
135,5160.118
136,1265.309
137,979.229
138,2163.299
139,1149.875
140,1207.919
141,4838.754
142,1584.168
143,1489.208
144,1285.238
145,668.537
146,2861.239
147,1797.286
148,5261.395
149,3212.441
150,669.953
151,37789.063
152,17851.433
153,7589.568
154,11958.418
155,501.376
156,887.535
157,1756.666
158,723.423
159,1081.595
160,1400.454
161,3216.144
162,4544.07
163,1760.913
164,477.091
165,25153.505
166,33712.5
167,2550.22
168,1185.703
169,1423.541
170,7904.724
171,1028.887
172,977.378
173,3165.832
174,1902.483
175,66839.99
176,4410.341
177,675.616
178,1845.202
179,1105.226
180,1042.282
181,1840.846
182,7193.172
183,826.66
184,1496.286
185,2703.769
186,696.198
187,1345.568
188,70730.334
189,4502.797
190,506.494
191,1394.791
192,932.293
193,2030.441
194,534.155
195,5665.523
196,767.527
197,4266.811
198,1097.712
199,997.197
200,1740.331
201,632.818
202,439.956
203,101930.075
204,1156.518
205,669.735
206,9621.097
207,1026.709
208,437.56
209,1896.494
210,1274.566
211,12195.167
212,2320.441
213,2961.971
214,1293.623
215,1199.425
216,1632.302
217,565.409
218,5927.645
219,330599.607
220,683.892
221,854.538
222,3837.527
223,503.663
224,3287.147
225,592.307
226,2182.138
227,1468.843
228,509.434
229,726.363
230,1436.718
231,3353.684
232,3890.453
233,639.896
234,2360.516
235,5408.845
236,15258.633
237,1103.157
238,885.902
239,855.954
240,1320.521
241,932.293
242,855.083
243,3427.628
244,3843.408
245,1282.733
246,5324.339
247,873.378
248,1950.835
249,1584.277
250,603.742
251,3341.705
252,564.538
253,1549.865
254,42408.601
255,1175.793
256,781.902
257,3180.207
258,733.659
259,1201.167
260,5189.847
261,1310.829
262,2696.364
263,2557.734
264,2268.06
265,2465.278
266,2391.335
267,1636.767
268,648.173
269,443.332
270,1399.474
271,577.932
272,737.035
273,632.927
274,1324.006
275,3159.08
276,466.854
277,610.493
278,1620.105
279,2923.312
280,213708.305
281,30141.016
282,1839.212
283,1389.128
284,29516.365
285,772.428
286,5733.694
287,1986.554
288,1085.842
289,2212.63
290,1489.099
291,1806.869
292,52102.988
293,2496.097
294,4366.019
295,441.154
296,499.198
297,3262.208
298,4923.369
299,7176.292
300,2187.801
301,7138.504
302,1973.268
303,1112.087
304,4290.551
305,3614.936
306,2416.927
307,3526.727
308,7431.227
309,894.287
310,1078.981
311,1675.535
312,1064.824
313,1138.55
314,48014.555
315,1070.269
316,616.701
317,2934.746
318,2361.061
319,7581.945
320,1220.769
321,2033.163
322,938.827
323,5348.95
324,422.75
325,695
326,2358.992
327,2643.656
328,1444.776
329,581.744
330,1396.534
331,2197.166
332,711.226
333,3151.566
334,2110.591
335,685.852
336,3503.64
337,9607.703
338,2441.102
339,382252.076
340,2261.526
341,531.105
342,5200.193
343,1389.346
344,2691.355
345,21233.976
346,1820.481
347,27788.122
348,2161.447
349,864.884
350,13616.094
351,798.237
352,2229.51
353,11198.405
354,173006.493
355,2776.297
356,2005.285
357,5483.66
358,1432.688
359,974.873
360,916.067
361,663.419
362,345717.65
363,10727.413
364,902.999
365,651.004
366,547.005
367,747.925
368,2987.018
369,1574.694
370,812.612
371,4304.164
372,1705.265
373,75937.278
374,1149.984
375,4310.371
376,1728.243
377,748.143
378,4837.991
379,1426.046
380,1445.756
381,19621.493
382,1332.936
383,2047.538
384,988.921
385,655.36
386,1581.228
387,532.303
388,5526.131
389,19008.713
390,14944.129
391,1757.646
392,21033.273
393,4388.779
394,4874.364
395,771.012
396,581.744
397,2231.906
398,3483.602
399,1301.573
400,846.806
401,29138.265
402,579.348
403,4518.914
404,1619.125
405,3951.763
406,2184.534
407,2801.997
408,805.86
409,1226.65
410,21131.61
411,855.083
412,85053.08
413,675.398
414,976.615
415,1592.445
416,2260.111
417,1689.801
418,1539.302
419,4237.735
420,1292.861
421,1253.766
422,1321.828
423,701.752
424,9577.428
425,1819.392
426,2990.394
427,2221.887
428,2433.479
429,828.511
430,1146.39
431,9043.274
432,35726.933
433,960.498
434,2015.303
435,1848.686
436,2688.85
437,5007.113
438,14045.378
439,79361.748
440,57767.749
441,1886.801
442,2468.436
443,32905.769
444,986.852
445,11285.198
446,453.786
447,1947.241
448,462.063
449,3877.276
450,1773.328
451,2769.218
452,2184.643
453,1718.333
454,17717.486
455,16766.571
456,205250.695
457,41861.705
458,3589.235
459,7461.937
460,2530.836
461,4942.535
462,34030.815
463,2073.347
464,1778.01
465,610.929
466,490.486
467,1582.862
468,1221.205
469,5468.414
470,474.151
471,20826.799
472,2028.698
473,849.965
474,699.791
475,21906.76
476,894.94
477,855.845
478,53435.271
479,722.66
480,2230.163
481,852.469
482,1596.038
483,106693.035
484,2484.336
485,1675.753
486,3180.969
487,5799.796
488,14186.185
489,8205.071
490,4183.72
491,12721.48
492,7190.449
493,5917.844
494,13144.121
495,1735.539
496,1229.154
497,3789.176
498,3303.917
499,1337.292
500,1587.326
501,1182.11
502,1422.67
503,1232.312
504,52231.164
505,958.538
506,5129.517
507,1503.038
508,1035.312
509,2915.58
510,2440.558
511,1559.448
512,607.009
513,3652.397
514,756.093
515,216005.986
516,2698.215
517,18869.975
518,456.509
519,86509.399
520,493.426
521,1689.148
522,1526.125
523,1336.421
524,925.759
525,1609.651
526,1848.686
527,580.437
528,3054.536
529,1348.4
530,38126.762
531,3828.38
532,3263.733
533,2081.732
534,836.134
535,1604.424
536,2119.194
537,1531.787
538,11929.233
539,2215.571
540,72103.998
541,1232.312
542,6547.83
543,3637.587
544,4984.68
545,1281.971
546,36237.565
547,2558.823
548,1584.168
549,1353.191
550,5108.608
551,4864.999
552,2371.624
553,1870.684
554,7315.358
555,764.478
556,10260.34
557,1049.143
558,5422.022
559,15312.974
560,1413.74
561,2373.04
562,1356.023
563,13947.803
564,1273.15
565,1567.833
566,3591.413
567,1122.106
568,406.306
569,129797.368
570,2050.914
571,1707.77
572,1292.97
573,7725.257
574,91902.672
575,1351.122
576,8883.082
577,589.585
578,1151.182
579,4474.048
580,3322.648
581,1141.708
582,2107.868
583,1240.807
584,85512.529
