 ,Area
1,3161.367
2,5684.907
3,3184.781
4,6962.631
5,716.78
6,2583.435
7,545.045
8,430.264
9,1940.816
10,1255.944
11,70156.104
12,760.231
13,957.667
14,1229.045
15,428.304
16,633.036
17,3590.76
18,3328.964
19,437.56
20,516.839
21,581.962
22,491.466
23,737.471
24,761.538
25,1948.33
26,642.074
27,507.474
28,1066.24
29,1751.983
30,671.369
31,11042.351
32,552.123
33,66945.187
34,827.204
35,453.024
36,35864.691
37,842.124
38,831.343
39,609.187
40,76988.708
41,401.188
42,9421.375
43,419.81
44,492.119
45,113522.589
46,2743.953
47,26674.947
48,513.464
49,898.861
50,1777.575
51,561.38
52,1980.347
53,798.89
54,626.175
55,4797.263
56,696.307
57,1207.701
58,935.56
59,1844.875
60,775.804
61,824.155
62,2831.182
63,1462.745
64,442.134
65,657.756
66,406.742
67,438.431
68,1254.092
69,596.772
70,776.675
71,18872.37
72,667.666
73,3104.303
74,611.365
75,2336.558
76,685.09
77,1088.238
78,437.778
79,2380.227
80,403.91
81,3948.714
82,37587.707
83,1486.158
84,828.947
85,1877.981
86,1324.224
87,1249.083
88,979.447
89,707.414
90,2152.082
91,837.441
92,757.4
93,495.822
94,3238.033
95,1121.779
96,479.813
97,1380.416
98,1437.698
99,2264.793
100,1032.808
101,493.644
102,1010.048
103,404.781
104,1136.154
105,1787.811
106,1152.38
107,2298.443
108,1610.958
109,1079.417
110,871.091
111,710.028
112,15878.709
113,679.536
114,1052.736
115,468.488
116,737.689
117,735.946
118,872.289
119,569.874
120,1429.421
121,14408.015
122,565.3
123,854.429
124,882.199
125,960.062
126,681.714
127,3619.618
128,3110.184
129,436.253
130,778.744
131,1631.649
132,825.571
133,935.887
134,625.086
135,6433.703
136,50124.384
137,505.732
138,1546.489
139,6214.923
140,826.333
141,468.488
142,2515.699
143,5224.804
144,411.751
145,520.869
146,809.998
147,546.896
148,1993.741
149,7194.152
150,739.54
151,18522.148
152,1449.241
153,961.914
154,598.297
155,476.873
156,2021.293
157,3787.869
158,679.754
159,977.922
160,507.038
161,1671.071
162,76462.503
163,747.49
164,793.99
165,520.76
166,654.38
167,2185.405
168,46582.738
169,1578.941
170,406.306
171,961.914
172,1769.081
173,1318.997
174,2491.414
175,615.721
176,1466.121
177,1761.458
178,577.061
179,1373.665
180,797.584
181,621.928
182,1083.011
183,717.324
184,487.11
185,7208.2
186,1086.386
187,433.422
188,1716.155
189,947.212
190,574.883
191,405.217
192,529.145
193,641.748
194,5406.341
195,64206.461
196,5952.91
197,2068.447
198,1598.325
199,646.866
200,78782.618
201,1672.16
202,1510.879
203,1751.765
204,1357.765
205,3008.145
206,408.484
207,473.497
208,16241.02
209,5021.27
210,2337.865
211,1204.107
212,941.441
213,1350.251
214,6794.053
215,437.56
216,429.393
217,1308.869
218,2144.894
219,625.086
220,1703.741
221,407.286
222,1279.466
223,3214.184
224,479.16
225,437.342
226,570.745
227,824.809
228,423.621
229,541.124
230,1315.948
231,965.834
