 ,Area
1,2375.109
2,1462.2
3,1368.982
4,1604.533
5,546.46
6,4501.273
7,2237.351
8,474.586
9,426.235
10,1034.877
11,31567.606
12,67387.539
13,694.238
14,665.052
15,1258.448
16,478.616
17,2780.653
18,2681.88
19,591.109
20,2011.492
21,2532.47
22,10379.15
23,996.653
24,2943.458
25,1286.545
26,580.328
27,8632.612
28,901.583
29,452.806
30,573.903
31,1757.428
32,1053.063
33,647.193
34,433.967
35,1037.381
36,413.493
37,3032.212
38,6678.837
39,2825.628
40,891.129
41,400.316
42,1687.841
43,1445.212
44,414.691
45,2166.021
46,790.07
47,440.065
48,542.431
49,3593.7
50,10142.728
51,936.649
52,1149.44
53,27023.862
54,578.804
55,3415.213
56,861.29
57,662.874
58,5125.814
59,1576.654
60,985.001
61,860.419
62,1389.455
63,517.166
64,492.228
65,1030.847
66,417.414
67,4231.636
68,1749.37
69,3701.075
70,400.425
71,499.851
72,2444.914
73,973.675
74,1339.034
75,5538.981
76,1756.23
77,473.606
78,430.808
79,501.049
80,3102.343
81,534.481
82,609.187
83,3074.356
84,821.977
85,640.223
86,793.228
87,606.355
88,567.805
89,12176.545
90,690.971
91,776.675
92,3425.45
93,1166.755
94,904.306
95,2785.009
96,1030.847
97,1083.446
98,492.881
99,593.723
100,558.33
101,2904.254
102,1510.116
103,2812.56
104,427.324
105,978.031
106,934.035
107,431.462
108,442.352
109,711.77
110,75190.007
111,6412.686
112,471.319
113,3466.069
114,758.271
115,1402.414
116,3730.261
117,20321.394
118,89835.859
119,67276.134
120,750.648
121,10758.013
122,501.485
123,1812.532
124,506.058
125,1116.661
126,6505.577
127,416.869
128,512.592
129,3412.926
130,1972.832
131,10188.031
132,1275.001
133,1001.88
134,3342.903
135,65007.203
136,673.438
137,700.88
138,1848.686
139,831.452
140,421.879
141,93080.643
142,1472.981
143,550.816
144,488.308
145,576.734
146,513.681
147,17702.349
148,531.977
149,1102.068
150,748.361
151,1177.1
152,422.423
153,1268.358
154,524.571
155,1808.502
156,411.969
157,3163.981
158,20356.677
159,2295.068
160,736.491
161,1170.022
162,1353.954
163,34835.15
164,2096.543
165,708.721
166,449.43
167,20943.213
168,16293.292
169,4958.435
170,3017.075
171,614.958
172,606.464
173,775.477
174,696.524
175,902.999
176,549.945
177,2220.798
178,1792.821
179,437.342
180,1382.159
181,3127.826
182,465.874
183,1009.067
184,1330.214
185,749.885
186,456.073
187,2262.724
188,775.913
189,5986.124
190,447.579
191,3925.845
192,9832.799
193,3633.122
194,2023.907
195,914.107
196,584.031
197,480.794
198,822.195
199,609.296
200,2839.023
201,2960.991
202,590.129
203,690.317
204,725.492
205,948.083
206,3965.267
207,7621.911
208,753.261
209,1238.629
210,934.907
211,1666.17
212,467.29
213,1169.259
214,45618.538
215,499.742
216,772.537
217,1000.9
218,427.215
219,3586.513
220,781.466
221,626.72
222,1417.116
223,618.552
224,768.181
225,964.201
226,428.195
227,5444.673
228,1770.17
229,65062.306
230,641.203
231,1317.908
232,167268.77
233,1133.758
234,1021.809
235,1144.103
236,984.238
237,645.233
238,6077.6
239,563.449
240,4155.297
241,903.434
242,3906.461
243,686.179
244,448.668
245,640.441
246,1132.451
247,699.683
248,1371.704
249,445.074
250,16644.494
251,677.358
252,6963.066
253,826.333
254,495.713
255,419.918
256,531.105
257,534.046
258,1183.743
259,6630.921
260,2398.305
261,546.896
262,945.579
263,646.322
264,155917.251
265,6870.828
266,537.313
267,112946.4
268,667.339
269,431.026
270,2375.871
271,473.279
272,5929.496
273,974.873
274,12658.101
275,751.301
276,771.012
277,87245.999
278,6857.76
279,2169.397
280,95935.784
281,448.015
282,483.189
283,432.551
284,780.269
285,1663.556
286,906.048
287,553.757
288,1109.8
289,22557.002
290,823.937
291,1038.688
292,653.727
293,783.1
294,4747.822
295,1342.41
296,705.781
297,2273.505
298,979.882
299,966.161
300,511.612
301,995.237
302,527.838
303,449.648
304,924.452
305,410.88
306,1841.935
307,799.108
308,1356.241
309,612.889
310,1272.279
311,491.466
312,1243.747
313,8289.141
314,1084.862
315,995.999
316,559.202
317,528.818
318,1071.685
319,629.987
320,674.091
321,514.553
322,1732.381
323,1852.607
324,3181.078
325,15913.448
326,9588.972
327,1508.81
328,1038.47
329,974.219
330,1551.172
331,1034.332
332,714.711
333,467.834
334,712.642
335,1180.803
336,11683.01
337,4424.063
338,825.462
339,435.491
340,1420.927
341,738.015
342,863.577
343,1429.639
344,10853.954
345,32409.512
346,502.9
347,474.695
348,614.414
349,1032.699
350,2011.165
351,1562.062
352,646.43
353,191634.601
354,791.376
355,452.262
356,1423.868
357,839.075
358,944.925
359,472.082
360,523.047
361,16460.126
362,1392.069
363,5982.422
364,13652.793
365,1286.98
366,621.71
367,547.114
368,681.17
369,933.382
370,607.989
371,2100.681
372,468.706
373,473.497
374,1728.352
375,789.852
376,919.987
377,405.979
378,949.281
379,604.177
380,722.334
381,894.831
382,1205.414
383,463.805
384,512.81
385,1140.619
386,482.427
387,613.543
388,602.544
389,1129.075
390,527.294
391,5328.368
392,572.923
393,953.855
394,23388.236
395,4468.712
396,461.954
397,2028.48
398,15533.387
399,702.841
400,496.257
401,451.064
402,627.809
403,613.434
404,1767.011
405,949.064
406,2515.917
407,697.287
408,500.178
409,645.559
410,3497.432
411,11873.912
412,448.777
413,7670.045
414,1120.037
415,2149.033
416,757.944
417,481.338
418,724.838
419,7908.972
420,613.107
421,495.386
422,522.72
423,8739.007
424,474.042
425,2129.975
426,406.197
427,927.719
428,49074.588
429,1405.79
430,729.521
431,3234.33
432,1346.222
433,508.454
434,1674.555
435,3212.877
436,1618.472
437,464.023
438,882.308
439,1074.843
440,899.95
441,639.896
442,2494.246
443,892.109
444,814.245
445,730.066
446,689.882
447,407.286
448,2367.922
449,640.768
450,865.102
451,24988.194
452,544.936
453,897.118
454,790.941
455,1826.471
456,485.694
457,588.822
458,1685.445
459,455.202
460,914.433
461,3163.981
462,467.29
463,786.04
464,1311.374
465,526.314
466,3301.63
467,6069.324
468,10104.613
469,1003.405
470,526.532
471,1239.173
472,911.384
473,474.042
474,677.685
475,1019.631
476,9147.818
477,580.437
478,18096.349
479,18051.264
480,186695.006
481,491.357
482,848.44
483,660.696
484,782.991
485,786.258
486,642.292
487,4952.772
488,1448.697
489,526.423
490,1042.391
491,1219.68
492,1001.989
493,18800.932
494,719.829
495,505.405
496,1122.215
497,568.349
498,412.404
499,3122.49
500,1064.606
501,71746.044
502,7745.404
503,2433.479
504,669.953
505,822.74
506,2452.646
507,985.109
508,2773.792
509,1562.062
510,1005.583
511,545.916
512,923.908
513,41069.567
514,1573.605
515,447.361
516,1029.867
517,749.014
518,780.813
519,634.996
520,596.881
521,616.592
522,677.685
523,772.972
524,449.975
525,478.616
526,12005.572
527,1185.268
528,953.311
529,673.438
530,808.583
531,757.617
532,997.306
533,823.066
534,1933.193
535,836.788
536,808.691
537,1163.705
538,935.669
539,474.368
540,207476.938
541,782.011
542,730.828
543,514.335
544,545.589
545,2143.479
546,780.269
547,629.551
548,34757.94
549,2990.721
550,567.914
551,660.479
552,34857.475
553,599.93
554,33838.715
555,629.66
556,564.973
557,2742.973
558,890.475
559,1036.837
560,1264.656
561,6817.685
562,1054.261
563,575.754
564,1366.586
565,691.406
566,1132.233
567,1262.369
568,433.313
569,731.481
570,1468.625
571,637.718
572,4499.748
573,646.648
574,733.224
575,1075.823
576,474.804
577,406.85
578,1449.568
579,618.334
580,772.21
581,1625.333
582,599.93
583,1679.238
584,877.407
585,816.206
586,646.322
587,486.783
588,412.295
589,599.93
590,1233.837
591,557.132
592,858.568
593,1474.397
594,48879.657
595,4102.699
596,1247.232
597,756.855
598,3753.783
599,197991.53
600,803.791
601,1602.464
602,454.875
603,1367.348
604,19233.592
605,564.647
606,896.356
607,1494.108
608,1061.775
609,3448.319
610,620.73
611,990.554
612,683.239
613,620.403
614,699.9
615,1452.182
616,1025.511
617,4123.607
618,471.864
619,513.79
620,697.178
621,9822.345
622,839.51
623,1391.089
624,1514.146
625,559.419
626,3824.568
627,1075.388
628,1087.584
629,449.321
630,1157.28
631,444.965
632,3138.825
633,792.792
634,1048.816
635,775.913
636,1152.162
637,1255.399
638,5437.05
639,1929.817
640,715.909
641,9066.143
642,626.502
643,555.499
644,10122.473
645,9296.793
646,171615.622
647,441.154
648,1067.22
649,1215.651
650,1214.997
651,55989.847
652,1435.738
653,9424.968
654,2226.569
655,735.511
656,1058.508
657,1123.412
658,1479.515
659,407.831
660,939.045
661,953.855
662,779.506
663,1737.173
664,1093.792
665,4861.187
666,448.015
667,882.417
668,4729.527
669,683.456
670,127132.476
671,1239.282
672,876.863
673,1549.538
674,1819.828
675,624.868
676,1153.142
677,565.736
678,1100.108
679,622.908
680,680.081
681,1050.123
682,728.977
683,1057.201
684,1789.989
685,1624.135
686,860.528
687,1499.88
688,30597.634
689,482.972
690,825.462
691,714.82
692,1321.828
693,440.936
694,494.733
695,1714.086
696,14379.81
697,764.151
698,1030.412
699,585.12
700,1878.089
701,1035.857
702,462.281
703,838.421
704,4436.042
705,1544.747
706,43043.597
707,1363.428
708,629.224
709,13471.366
710,793.99
711,714.384
712,518.582
713,415.562
714,456.727
715,1078.872
716,503.118
717,771.012
718,2196.84
719,708.068
720,1149.331
721,46100.202
722,570.418
723,1317.037
724,3487.087
725,740.411
726,1071.14
727,417.74
728,722.334
729,1718.551
730,1051.43
731,1004.82
732,991.208
733,737.471
734,1353.409
735,669.844
736,1210.315
737,51759.735
738,883.288
739,533.719
740,427.868
741,2220.58
742,1300.702
743,443.55
744,8893.754
745,1327.818
746,1308.434
747,548.856
748,3043.102
749,657.429
750,987.505
751,1162.508
752,1370.289
753,862.597
754,1502.929
755,1298.633
756,1296.346
757,560.291
758,3172.584
759,1301.791
760,1227.194
761,878.823
762,1172.526
763,1290.029
764,4227.825
765,664.181
766,1363.537
767,697.831
