Slice,Count,Total Area,Average Size,%Area,Perim.
18h_A2_260623_Simple Segmentation,401,3038,7.576,1.957,9.679
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,43,372,8.651,1.770,10.405
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,1421,10378,7.303,2.847,9.555
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,1193,9036,7.574,2.674,9.872
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,336,2259,6.723,2.190,8.928
18h_A2_260623_Simple Segmentation,10,37,3.700,0.115,6.457
18h_A2_260623_Simple Segmentation,86,688,8.000,1.995,10.038
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,11,97,8.818,1.354,12.326
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,146,1039,7.116,1.748,9.087
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,562,4496,8.000,1.993,10.132
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,487,3730,7.659,2.619,9.612
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,78,566,7.256,1.835,9.277
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,188,1644,8.745,2.865,10.598
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,2344,17306,7.383,4.344,9.556
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,81,526,6.494,0.949,8.869
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,177,1467,8.288,1.401,10.497
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,10,99,9.900,1.257,11.344
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,8,53,6.625,1.251,9.571
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,366,2523,6.893,1.604,9.377
18h_A2_260623_Simple Segmentation,303,2444,8.066,1.594,10.085
18h_A2_260623_Simple Segmentation,851,6005,7.056,2.426,9.342
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,234,1541,6.585,1.059,8.963
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,199,1460,7.337,2.482,9.411
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,178,1607,9.028,2.768,11.094
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,759,5375,7.082,2.551,9.232
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,5949,39681,6.670,5.089,9.033
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,4224,27707,6.559,4.406,8.866
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,20,162,8.100,1.881,9.783
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,93,745,8.011,1.444,9.919
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,118,787,6.669,1.122,9.300
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,22,201,9.136,1.598,11.219
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
18h_A2_260623_Simple Segmentation,0,0,NaN,0.000,NaN
